#Parameters = {beta=0.6; bunch=3.6; conductivity=10000; l=20; l_pipe=40; nmesh=50; r=10; r_pipe=2; samples=2000; wakelength=400; xbeam=0; xtest=0; ybeam=0; ytest=0}
#"s / cm"	"Z (beta=0.6) [Real Part]"
#-----------------------------------
190.74917852425	-0.0087433749187593
190.77988108897	-0.0084830692496922
190.81058365369	-0.0082214397906955
190.84128621841	-0.0079585269345748
190.87198878313	-0.0076943703890102
190.90269134785	-0.0074290093385695
190.93339391257	-0.0071624827576200
190.96409647729	-0.0068948297626675
190.99479904201	-0.0066260900238366
191.02550160673	-0.0063563041072200
191.05620417145	-0.0060855134914340
191.08690673617	-0.0058137606809495
191.11760930089	-0.0055410891075736
191.14831186561	-0.0052675428352893
191.17901443033	-0.0049931662582712
191.20971699505	-0.0047180036616233
191.24041955977	-0.0044420989406406
191.27112212449	-0.0041654954779934
191.30182468921	-0.0038882359551526
191.33252725393	-0.0036103626629755
191.36322981865	-0.0033319173971811
191.39393238337	-0.0030529419012705
191.42463494809	-0.0027734782184410
191.45533751281	-0.0024935687879259
191.48604007753	-0.0022132566975616
191.51674264225	-0.0019325856976152
191.54744520697	-0.0016516001374082
191.57814777169	-0.0013703448331557
191.60885033641	-0.0010888648066635
191.63955290113	-0.00080720504117194
191.67025546585	-0.00052541020417852
191.70095803057	-0.00024352450694692
191.73166059529	3.8408319450135e-05
191.76236316001	0.00032034504859925
191.79306572473	0.00060224283710945
191.82376828945	0.00088405888992699
191.85447085417	0.0011657502894898
191.88517341889	0.0014472738597613
191.91587598361	0.0017285859653411
191.94657854833	0.0020096425254762
191.97728111305	0.0022903991144979
192.00798367777	0.0025708111273522
192.03868624249	0.0028508339687904
192.06938880721	0.0031304232767339
192.10009137193	0.0034095351357685
192.13079393665	0.0036881261230209
192.16149650137	0.0039661532394629
192.19219906609	0.0042435740332955
192.22290163081	0.0045203462712663
192.25360419553	0.0047964278548409
192.28430676025	0.0050717765778738
192.31500932497	0.0053463499954249
192.34571188969	0.0056201052499734
192.37641445441	0.0058929993369681
192.40711701913	0.0061649890878798
192.43781958385	0.0064360311631539
192.46852214857	0.0067060825839115
192.49922471329	0.0069751008132755
192.52992727801	0.0072430438532107
192.56062984273	0.0075098704806378
192.59133240745	0.0077755400194511
192.62203497217	0.0080400122931869
192.65273753689	0.0083032475030905
192.68344010161	0.0085652060091082
192.71414266633	0.0088258480134469
192.74484523105	0.0090851334630901
192.77554779577	0.0093430221570306
192.80625036049	0.0095994735272312
192.83695292521	0.0098544468547307
192.86765548993	0.010107901550701
192.89835805465	0.010359797304445
192.92906061937	0.010610094321424
192.95976318409	0.010858753482814
192.99046574881	0.011105736403793
193.02116831353	0.011351005583259
193.05187087825	0.011594524076386
193.08257344297	0.011836255495905
193.11327600769	0.012076163790981
193.14397857241	0.012314213005016
193.17468113713	0.012550367161038
193.20538370185	0.012784590016593
193.23608626657	0.013016845130338
193.26678883129	0.013247096074758
193.29749139601	0.013475306520271
193.32819396073	0.013701440513754
193.35889652545	0.013925462393876
193.38959909017	0.014147337227520
193.42030165489	0.014367030859814
193.45100421961	0.014584509816246
193.48170678433	0.014799741369157
193.51240934905	0.015012693315794
193.54311191377	0.015223333961740
193.57381447849	0.015431631944012
193.60451704321	0.015637555928197
193.63521960793	0.015841074711566
193.66592217265	0.016042156974579
193.69662473737	0.016240771588248
193.72732730209	0.016436887658459
193.75802986681	0.016630474581101
193.78873243153	0.016821502258233
193.81943499625	0.017009941068272
193.85013756097	0.017195762124057
193.88084012569	0.017378937322256
193.91154269041	0.017559439101818
193.94224525513	0.017737240535798
193.97294781985	0.017912315171843
194.00365038457	0.018084636896741
194.03435294929	0.018254179874824
194.06505551401	0.018420918455171
194.09575807873	0.018584827105060
194.12646064345	0.018745880746006
194.15716320817	0.018904054606717
194.18786577289	0.019059324399570
194.21856833761	0.019211666364158
194.24927090233	0.019361057315970
194.27997346705	0.019507474850731
194.31067603177	0.019650897080628
194.34137859649	0.019791302758999
194.37208116121	0.019928671104745
194.40278372593	0.020062981785284
194.43348629065	0.020194214807319
194.46418885537	0.020322350278239
194.49489142009	0.020447368636831
194.52559398481	0.020569250723654
194.55629654953	0.020687977699822
194.58699911425	0.020803531293294
194.61770167897	0.020915893864325
194.64840424369	0.021025048522449
194.67910680841	0.021130979186113
194.70980937313	0.021233670465106
194.74051193785	0.021333107612664
194.77121450257	0.021429276491369
194.80191706729	0.021522163577224
194.83261963201	0.021611755615813
194.86332219673	0.021698039444589
194.89402476145	0.021781002102804
194.92472732617	0.021860630762664
194.95542989089	0.021936912875805
194.98613245561	0.022009836184622
195.01683502033	0.022079388884384
195.04753758505	0.022145559992542
195.07824014977	0.022208339375918
195.10894271449	0.022267717802837
195.13964527921	0.022323687018052
195.17034784393	0.022376239591727
195.20105040865	0.022425368945678
195.23175297337	0.022471069060414
195.26245553809	0.022513334400806
195.29315810281	0.022552159570293
195.32386066753	0.022587539442735
195.35456323225	0.022619468788042
195.38526579697	0.022647942502274
195.41596836169	0.022672955539677
195.44667092641	0.022694503132666
195.47737349113	0.022712581033569
195.50807605585	0.022727185705363
195.53877862057	0.022738314431354
195.56948118529	0.022745965596707
195.60018375001	0.022750138708045
195.63088631473	0.022750834290889
195.66158887945	0.022748053685071
195.69229144417	0.022741799024789
195.72299400889	0.022732073059439
195.75369657361	0.022718878737510
195.78439913833	0.022702219279979
195.81510170305	0.022682097922167
195.84580426777	0.022658517806094
195.87650683249	0.022631482055547
195.90720939721	0.022600993933625
195.93791196193	0.022567056897377
195.96861452665	0.022529674865120
195.99931709137	0.022488852468350
196.03001965609	0.022444595393696
196.06072222081	0.022396910212959
196.09142478553	0.022345804677633
196.12212735025	0.022291287622644
196.15282991497	0.022233368888649
196.18353247969	0.022172059105127
196.21423504441	0.022107369566579
196.24493760913	0.022039311848627
196.27564017385	0.021967897697064
196.30634273857	0.021893138853609
196.33704530329	0.021815046997510
196.36774786801	0.021733633603680
196.39845043273	0.021648910261263
196.42915299745	0.021560888732081
196.45985556217	0.021469581091260
196.49055812689	0.021375000094794
196.52126069161	0.021277159274396
196.55196325633	0.021176073210336
196.58266582105	0.021071757653902
196.61336838577	0.020964229383132
196.64407095049	0.020853506221612
196.67477351521	0.020739606806980
196.70547607993	0.020622550470769
196.73617864465	0.020502356839128
196.76688120937	0.020379045642348
196.79758377409	0.020252636607519
196.82828633881	0.020123149307479
196.85898890353	0.019990603118200
196.88969146825	0.019855017393905
196.92039403297	0.019716411586542
196.95109659769	0.019574805614631
196.98179916241	0.019430220083614
197.01250172713	0.019282676355263
197.04320429185	0.019132196805035
197.07390685657	0.018978804941652
197.10460942129	0.018822525244411
197.13531198601	0.018663383157967
197.16601455073	0.018501404756259
197.19671711545	0.018336616707559
197.22741968017	0.018169045804754
197.25812224489	0.017998718794891
197.28882480961	0.017825662181554
197.31952737433	0.017649902212076
197.35022993905	0.017471465060995
197.38093250377	0.017290376964582
197.41163506849	0.017106664338074
197.44233763321	0.016920354118431
197.47304019793	0.016731474087113
197.50374276265	0.016540052947025
197.53444532737	0.016346120391615
197.56514789209	0.016149707154582
197.59585045681	0.015950844929785
197.62655302153	0.015749566133357
197.65725558625	0.015545903513973
197.68795815097	0.015339890156753
197.71866071569	0.015131558919319
197.74936328041	0.014920942563644
197.78006584513	0.014708073472089
197.81076840985	0.014492983732541
197.84147097457	0.014275705347843
197.87217353929	0.014056270396684
197.90287610401	0.013834711299610
197.93357866873	0.013611061136426
197.96428123345	0.013385353588611
197.99498379817	0.013157623364940
198.02568636289	0.012927906048464
198.05638892761	0.012696238022876
198.08709149233	0.012462656287347
198.11779405705	0.012227198391103
198.14849662177	0.011989902143772
198.17919918649	0.011750805432350
198.20990175121	0.011509945986897
198.24060431593	0.011267361401512
198.27130688065	0.011023089032545
198.30200944537	0.010777166217859
198.33271201009	0.010529630301216
198.36341457481	0.010280518760505
198.39411713953	0.010029869268090
198.42481970425	0.0097777200620124
198.45552226897	0.0095241097620464
198.48622483369	0.0092690776036379
198.51692739841	0.0090126632834236
198.54762996313	0.0087549069931723
198.57833252785	0.0084958492456624
198.60903509257	0.0082355307908270
198.63973765729	0.0079739925321039
198.67044022201	0.0077112755939186
198.70114278673	0.0074474211384280
198.73184535145	0.0071824704780092
198.76254791617	0.0069164649332681
198.79325048089	0.0066494458109716
198.82395304561	0.0063814544578769
198.85465561033	0.0061125322034879
198.88535817505	0.0058427203116764
198.91606073977	0.0055720603007035
198.94676330449	0.0053005936288904
198.97746586921	0.0050283618826152
199.00816843393	0.0047554067789397
199.03887099865	0.0044817702472190
199.06957356337	0.0042074944855360
199.10027612809	0.0039326220284585
199.13097869281	0.0036571957497600
199.16168125753	0.0033812588991987
199.19238382225	0.0031048550133678
199.22308638697	0.0028280278959638
199.25378895169	0.0025508212962865
199.28449151641	0.0022732788110318
199.31519408113	0.0019954439736518
199.34589664585	0.0017173599372149
199.37659921057	0.0014390694623197
199.40730177529	0.0011606149490196
199.43800434001	0.00088203845825801
199.46870690473	0.00060338199075715
199.49940946945	0.00032468746985648
199.53011203417	4.5997084697153e-05
199.56081459889	-0.00023264661703929
199.59151716361	-0.00051120058704712
199.62221972833	-0.00078962123115942
199.65292229305	-0.0010678645810023
199.68362485777	-0.0013458863895288
199.71432742249	-0.0016236423624393
199.74502998721	-0.0019010884515484
199.77573255193	-0.0021781810027999
199.80643511665	-0.0024548769384952
199.83713768137	-0.0027311337390357
199.86784024609	-0.0030069096581757
199.89854281081	-0.0032821634375340
199.92924537553	-0.0035568543052308
199.95994794025	-0.0038309414882034
199.99065050497	-0.0041043840840844
200.02135306969	-0.0043771408210534
200.05205563441	-0.0046491700326390
200.08275819913	-0.0049204294843573
200.11346076385	-0.0051908764901176
200.14416332857	-0.0054604681090294
200.17486589329	-0.0057291614212564
200.20556845801	-0.0059969137689047
200.23627102273	-0.0062636830093902
200.26697358745	-0.0065294276885873
200.29767615217	-0.0067941071921128
200.32837871689	-0.0070576817726878
200.35908128161	-0.0073201124534216
200.38978384633	-0.0075813607275709
200.42048641105	-0.0078413883375614
200.45118897577	-0.0081001571320361
200.48189154049	-0.0083576287452542
200.51259410521	-0.0086137644877187
200.54329666993	-0.0088685253197597
200.57399923465	-0.0091218718360116
200.60470179937	-0.0093737645593487
200.63540436409	-0.0096241640471679
200.66610692881	-0.0098730310382658
200.69680949353	-0.010120326911441
200.72751205825	-0.010366013636522
200.75821462297	-0.010610053916380
200.78891718769	-0.010852411276969
200.81961975241	-0.011093049841224
200.85032231713	-0.011331934339196
200.88102488185	-0.011569029986633
200.91172744657	-0.011804302131378
200.94243001129	-0.012037716227361
200.97313257601	-0.012269237747919
201.00383514073	-0.012498832172834
201.03453770545	-0.012726465017009
201.06524027017	-0.012952101822248
201.09594283489	-0.013175708514464
201.12664539961	-0.013397251328642
201.15734796433	-0.013616696998416
201.18805052905	-0.013834012832560
201.21875309377	-0.014049166591967
201.24945565849	-0.014262126583442
201.28015822321	-0.014472861457810
201.31086078793	-0.014681340286164
201.34156335265	-0.014887532482402
201.37226591737	-0.015091407725660
201.40296848209	-0.015292936067327
201.43367104681	-0.015492087844480
201.46437361153	-0.015688833754033
201.49507617625	-0.015883144929324
201.52577874097	-0.016074993007493
201.55648130569	-0.016264350216099
201.58718387041	-0.016451189404851
201.61788643513	-0.016635484124117
201.64858899985	-0.016817208317778
201.67929156457	-0.016996336322584
201.70999412929	-0.017172842829493
201.74069669401	-0.017346702736572
201.77139925873	-0.017517891141707
201.80210182345	-0.017686383148903
201.83280438817	-0.017852154207776
201.86350695289	-0.018015180048588
201.89420951761	-0.018175436774806
201.92491208233	-0.018332900938659
201.95561464705	-0.018487549718318
201.98631721177	-0.018639360984744
202.01701977649	-0.018788313451319
202.04772234121	-0.018934386527282
202.07842490593	-0.019077560425128
202.10912747065	-0.019217815839180
202.13983003537	-0.019355134094654
202.17053260009	-0.019489497002861
202.20123516481	-0.019620886608504
202.23193772953	-0.019749285192270
202.26264029425	-0.019874675380397
202.29334285897	-0.019997040013406
202.32404542369	-0.020116362270988
202.35474798841	-0.020232625619558
202.38545055313	-0.020345813873019
202.41615311785	-0.020455911374137
202.44685568257	-0.020562902907627
202.47755824729	-0.020666773945922
202.50826081201	-0.020767510465268
202.53896337673	-0.020865099027025
202.56966594145	-0.020959526861498
202.60036850617	-0.021050781666223
202.63107107089	-0.021138851799436
202.66177363561	-0.021223726262848
202.69247620033	-0.021305394553394
202.72317876505	-0.021383846853831
202.75388132977	-0.021459073846589
202.78458389449	-0.021531066704584
202.81528645921	-0.021599817054798
202.84598902393	-0.021665316956848
202.87669158865	-0.021727558776572
202.90739415337	-0.021786535085010
202.93809671809	-0.021842238797368
202.96879928281	-0.021894663090091
202.99950184753	-0.021943801245947
203.03020441225	-0.021989646959243
203.06090697697	-0.022032194528654
203.09160954169	-0.022071438802109
203.12231210641	-0.022107375373827
203.15301467113	-0.022140000730328
203.18371723585	-0.022169312158348
203.21441980057	-0.022195307861992
203.24512236529	-0.022217986959968
203.27582493001	-0.022237349263688
203.30652749473	-0.022253394964048
203.33723005945	-0.022266124734696
203.36793262417	-0.022275539408570
203.39863518889	-0.022281639707289
203.42933775361	-0.022284426400390
203.46004031833	-0.022283900178826
203.49074288305	-0.022280061801855
203.52144544777	-0.022272912272472
203.55214801249	-0.022262452972934
203.58285057721	-0.022248685847611
203.61355314193	-0.022231613645528
203.64425570665	-0.022211240037139
203.67495827137	-0.022187569725481
203.70566083609	-0.022160608434929
203.73636340081	-0.022130362911989
203.76706596553	-0.022096840543044
203.79776853025	-0.022060049263300
203.82847109497	-0.022019997321515
203.85917365969	-0.021976693170183
203.88987622441	-0.021930145256446
203.92057878913	-0.021880361948311
203.95128135385	-0.021827351599698
203.98198391857	-0.021771122632626
204.01268648329	-0.021711683728216
204.04338904801	-0.021649043930070
204.07409161273	-0.021583212771198
204.10479417745	-0.021514200569596
204.13549674217	-0.021442018383879
204.16619930689	-0.021366678184603
204.19690187161	-0.021288192708658
204.22760443633	-0.021206575348240
204.25830700105	-0.021121840099176
204.28900956577	-0.021034001376689
204.31971213049	-0.020943073874696
204.35041469521	-0.020849072445872
204.38111725993	-0.020752012082149
204.41181982465	-0.020651907887907
204.44252238937	-0.020548775101404
204.47322495409	-0.020442629251285
204.50392751881	-0.020333486195238
204.53463008353	-0.020221362194758
204.56533264825	-0.020106274104301
204.59603521297	-0.019988239482678
204.62673777769	-0.019867276371930
204.65744034241	-0.019743403492663
204.68814290713	-0.019616640053229
204.71884547185	-0.019487005739035
204.74954803657	-0.019354520656248
204.78025060129	-0.019219205112698
204.81095316601	-0.019081079660751
204.84165573073	-0.018940165046098
204.87235829545	-0.018796482219012
204.90306086017	-0.018650052387251
204.93376342489	-0.018500896872351
204.96446598961	-0.018349037283998
204.99516855433	-0.018194495723913
205.02587111905	-0.018037294760832
205.05657368377	-0.017877457442079
205.08727624849	-0.017715007257011
205.11797881321	-0.017549968270773
205.14868137793	-0.017382365105293
205.17938394265	-0.017212222778638
205.21008650737	-0.017039566758212
205.24078907209	-0.016864422774800
205.27149163681	-0.016686816814337
205.30219420153	-0.016506775038396
205.33289676625	-0.016324323781296
205.36359933097	-0.016139489459226
205.39430189569	-0.015952298566767
205.42500446041	-0.015762777826156
205.45570702513	-0.015570954069965
205.48640958985	-0.015376854417144
205.51711215457	-0.015180506332533
205.54781471929	-0.014981937723694
205.57851728401	-0.014781176998230
205.60921984873	-0.014578253121597
205.63992241345	-0.014373195609047
205.67062497817	-0.014166034611485
205.70132754289	-0.013956800594515
205.73203010761	-0.013745524346085
205.76273267233	-0.013532236916442
205.79343523705	-0.013316969378875
205.82413780177	-0.013099752819779
205.85484036649	-0.012880618289070
205.88554293121	-0.012659596663959
205.91624549593	-0.012436718888651
205.94694806065	-0.012212015927572
205.97765062537	-0.011985518842639
206.00835319009	-0.011757259112019
206.03905575481	-0.011527268706397
206.06975831953	-0.011295580264080
206.10046088425	-0.011062227060120
206.13116344897	-0.010827243031321
206.16186601369	-0.010590662658687
206.19256857841	-0.010352520763734
206.22327114313	-0.010112852457205
206.25397370785	-0.0098716928018367
206.28467627257	-0.0096290766360421
206.31537883729	-0.0093850386097543
206.34608140201	-0.0091396130912550
206.37678396673	-0.0088928342123125
206.40748653145	-0.0086447358250977
206.43818909617	-0.0083953518666831
206.46889166089	-0.0081447165182141
206.49959422561	-0.0078928644783786
206.53029679033	-0.0076398311135643
206.56099935505	-0.0073856525304552
206.59170191977	-0.0071303655055114
206.62240448449	-0.0068740076085819
206.65310704921	-0.0066166169022017
206.68380961393	-0.0063582316138397
206.71451217865	-0.0060988899296107
206.74521474337	-0.0058386298530378
206.77591730809	-0.0055774890670544
206.80661987281	-0.0053155046664365
206.83732243753	-0.0050527133234896
206.86802500225	-0.0047891512494312
206.89872756697	-0.0045248544423998
206.92943013169	-0.0042598590486500
206.96013269641	-0.0039942014661223
206.99083526113	-0.0037279185956711
207.02153782585	-0.0034610481296595
207.05224039057	-0.0031936284752026
207.08294295529	-0.0029256987837122
207.11364552001	-0.0026572988449181
207.14434808473	-0.0023884688112184
207.17505064945	-0.0021192489831194
207.20575321417	-0.0018496794619293
207.23645577889	-0.0015798001410139
207.26715834361	-0.0013096501186396
207.29786090833	-0.0010392679529774
207.32856347305	-0.00076869168252888
207.35926603777	-0.00049795887124098
207.38996860249	-0.00022710681521430
207.42067116721	4.3827113119724e-05
207.45137373193	0.00031480531741237
207.48207629665	0.00058578958874809
207.51277886137	0.00085674106616587
207.54348142609	0.0011276201532496
207.57418399081	0.0013983865557887
207.60488655553	0.0016689994901685
207.63558912025	0.0019394178375244
207.66629168497	0.0022096005460574
207.69699424969	0.0024795069150124
207.72769681441	0.0027490967358341
207.75839937913	0.0030183304388819
207.78910194385	0.0032871691877650
207.81980450857	0.0035555748604736
207.85050707329	0.0038235098243996
207.88120963801	0.0040909366816427
207.91191220273	0.0043578180335496
207.94261476745	0.0046241161799245
207.97331733217	0.0048897929012835
208.00401989689	0.0051548093408667
208.03472246161	0.0054191259912853
208.06542502633	0.0056827027659531
208.09612759105	0.0059454991519485
208.12683015577	0.0062074746277367
208.15753272049	0.0064685888702764
208.18823528521	0.0067288019604515
208.21893784993	0.0069880748702896
208.24964041465	0.0072463692315471
208.28034297937	0.0075036474202426
208.31104554409	0.0077598724788997
208.34174810881	0.0080150079135396
208.37245067353	0.0082690174294165
208.40315323825	0.0085218647255275
208.43385580297	0.0087735131839930
208.46455836769	0.0090239256371853
208.49526093241	0.0092730643522401
208.52596349713	0.0095208912024131
208.55666606185	0.0097673676210977
208.58736862657	0.010012454844606
208.61807119129	0.010256114420990
208.64877375601	0.010498308252894
208.67947632073	0.010738998936219
208.71017888545	0.010978149903774
208.74088145017	0.011215725437479
208.77158401489	0.011451690613142
208.80228657961	0.011686011149294
208.83298914433	0.011918653201592
208.86369170905	0.012149583045024
208.89439427377	0.012378766796374
208.92509683849	0.012606170354719
208.95579940321	0.012831759120249
208.98650196793	0.013055498139715
209.01720453265	0.013277352093659
209.04790709737	0.013497285518550
209.07860966209	0.013715263010986
209.10931222681	0.013931249494731
209.14001479153	0.014145210575864
209.17071735625	0.014357112687073
209.20141992097	0.014566923252429
209.23212248569	0.014774610394533
209.26282505041	0.014980143052818
209.29352761513	0.015183490808064
209.32423017985	0.015384623618603
209.35493274457	0.015583511545807
209.38563530929	0.015780124573597
209.41633787401	0.015974432470648
209.44704043873	0.016166404747681
209.47774300345	0.016356010672686
209.50844556817	0.016543219417086
209.53914813289	0.016728000142905
209.56985069761	0.016910322490335
209.60055326233	0.017090156669898
209.63125582705	0.017267473670960
209.66195839177	0.017442245312245
209.69266095649	0.017614444364899
209.72336352121	0.017784044408873
209.75406608593	0.017951019662389
209.78476865065	0.018115344878441
209.81547121537	0.018276995032132
209.84617378009	0.018435945189272
209.87687634481	0.018592170443737
209.90757890953	0.018745645746875
209.93828147425	0.018896345984757
209.96898403897	0.019044246136783
209.99968660369	0.019189321291344
210.03038916841	0.019331546948225
210.06109173313	0.019470899243464
210.09179429785	0.019607355056004
210.12249686257	0.019740892055274
210.15319942729	0.019871488724843
210.18390199201	0.019999124420273
210.21460455673	0.020123779179121
210.24530712145	0.020245433466200
210.27600968617	0.020364068120183
210.30671225089	0.020479664240712
210.33741481561	0.020592203083158
210.36811738033	0.020701665984399
210.39881994505	0.020808034418249
210.42952250977	0.020911290002241
210.46022507449	0.021011414755017
210.49092763921	0.021108391135904
210.52163020393	0.021202202197657
210.55233276865	0.021292831681589
210.58303533337	0.021380264151193
210.61373789809	0.021464485022449
210.64444046281	0.021545480437782
210.67514302753	0.021623237149106
210.70584559225	0.021697742482649
210.73654815697	0.021768984228207
210.76725072169	0.021836950441056
210.79795328641	0.021901629522701
210.82865585113	0.021963010114595
210.85935841585	0.022021081087545
210.89006098057	0.022075831707977
210.92076354529	0.022127251587173
210.95146611001	0.022175330753444
210.98216867473	0.022220059847323
211.01287123945	0.022261430188093
211.04357380417	0.022299433838793
211.07427636889	0.022334063531862
211.10497893361	0.022365312771538
211.13568149833	0.022393175680000
211.16638406305	0.022417646955182
211.19708662777	0.022438721892386
211.22778919249	0.022456396152885
211.25849175721	0.022470665861712
211.28919432193	0.022481527605994
211.31989688665	0.022488978432205
211.35059945137	0.022493015770477
211.38130201609	0.022493637535909
211.41200458081	0.022490842038528
211.44270714553	0.022484628217762
211.47340971025	0.022474995548816
211.50411227497	0.022461944129881
211.53481483969	0.022445474611407
211.56551740441	0.022425588286767
211.59621996913	0.022402286901066
211.62692253385	0.022375572787553
211.65762509857	0.022345448783177
211.68832766329	0.022311918139157
211.71903022801	0.022274984582265
211.74973279273	0.022234652485159
211.78043535745	0.022190926823263
211.81113792217	0.022143812978029
211.84184048689	0.022093317145718
211.87254305161	0.022039446109997
211.90324561633	0.021982207299403
211.93394818105	0.021921608861861
211.96465074577	0.021857659523081
211.99535331049	0.021790368408964
212.02605587521	0.021719745184339
212.05675843993	0.021645799962960
212.08746100465	0.021568543136768
212.11816356937	0.021487985340633
212.14886613409	0.021404137597089
212.17956869881	0.021317011317211
212.21027126353	0.021226618278789
212.24097382825	0.021132970872010
212.27167639297	0.021036082041252
212.30237895769	0.020935965489268
212.33308152241	0.020832635768452
212.36378408713	0.020726108194475
212.39448665185	0.020616398799754
212.42518921657	0.020503524384655
212.45589178129	0.020387502287760
212.48659434601	0.020268350350101
212.51729691073	0.020146086705576
212.54799947545	0.020020729819819
212.57870204017	0.019892298230988
212.60940460489	0.019760810723127
212.64010716961	0.019626286250882
212.67080973433	0.019488743940008
212.70151229905	0.019348203423792
212.73221486377	0.019204684839179
212.76291742849	0.019058208953794
212.79361999321	0.018908797337946
212.82432255793	0.018756472475352
212.85502512265	0.018601257692905
212.88572768737	0.018443176995434
212.91643025209	0.018282255079525
212.94713281681	0.018118517082773
212.97783538153	0.017951988544035
213.00853794625	0.017782695180276
213.03924051097	0.017610662729824
213.06994307569	0.017435916904387
213.10064564041	0.017258483643093
213.13134820513	0.017078388934138
213.16205076985	0.016895659023141
213.19275333457	0.016710320554604
213.22345589929	0.016522400787174
213.25415846401	0.016331927790221
213.28486102873	0.016138930329270
213.31556359345	0.015943438043027
213.34626615817	0.015745481264772
213.37696872289	0.015545091028174
213.40767128761	0.015342298718919
213.43837385233	0.015137136027816
213.46907641705	0.014929634688237
213.49977898177	0.014719826556961
213.53048154649	0.014507743342490
213.56118411121	0.014293416765231
213.59188667593	0.014076878589971
213.62258924065	0.013858160826684
213.65329180537	0.013637295981911
213.68399437009	0.013414317148186
213.71469693481	0.013189258088049
213.74539949953	0.012962153349708
213.77610206425	0.012733038126255
213.80680462897	0.012501948258289
213.83750719369	0.012268919902436
213.86820975841	0.012033989555489
213.89891232313	0.011797193758615
213.92961488785	0.011558568849908
213.96031745257	0.011318151104361
213.99102001729	0.011075976698777
214.02172258201	0.010832081614854
214.05242514673	0.010586501988643
214.08312771145	0.010339274330292
214.11383027617	0.010090435713631
214.14453284089	0.0098400238677658
214.17523540561	0.0095880772362643
214.20593797033	0.0093346349199519
214.23664053505	0.0090797366426045
214.26734309977	0.0088234226290395
214.29804566449	0.0085657332336248
214.32874822921	0.0083067086603848
214.35945079393	0.0080463889728072
214.39015335865	0.0077848138401250
214.42085592337	0.0075220226143565
214.45155848809	0.0072580542098853
214.48226105281	0.0069929475481289
214.51296361753	0.0067267416200933
214.54366618225	0.0064594759556541
214.57436874697	0.0061911907016029
214.60507131169	0.0059219267514542
214.63577387641	0.0056517258939830
214.66647644113	0.0053806305575465
214.69717900585	0.0051086837553899
214.72788157057	0.0048359287107249
214.75858413529	0.0045624086021040
214.78928670001	0.0042881663437936
214.81998926473	0.0040132442580802
214.85069182945	0.0037376840854949
214.88139439417	0.0034615269759269
214.91209695889	0.0031848135451215
214.94279952361	0.0029075842315283
214.97350208833	0.0026298796025834
215.00420465305	0.0023517406132120
215.03490721777	0.0020732088252158
215.06560978249	0.0017943265658550
215.09631234721	0.0015151370078425
215.12701491193	0.0012356839595250
215.15771747665	0.00095601167338325
215.18842004137	0.00067616453955889
215.21912260609	0.00039618684728250
215.24982517081	0.00011612238422442
215.28052773553	-0.00016398559324106
215.31123030025	-0.00044409457701751
215.34193286497	-0.00072416272161149
215.37263542969	-0.0010041484702276
215.40333799441	-0.0012840106483964
215.43404055913	-0.0015637079468896
215.46474312385	-0.0018431988546454
215.49544568857	-0.0021224413673049
215.52614825329	-0.0024013928525527
215.55685081801	-0.0026800101599736
215.58755338273	-0.0029582496528100
215.61825594745	-0.0032360676212825
215.64895851217	-0.0035134204350365
215.67966107689	-0.0037902647433366
215.71036364161	-0.0040665577929724
215.74106620633	-0.0043422574442498
215.77176877105	-0.0046173220821701
215.80247133577	-0.0048917106982250
215.83317390049	-0.0051653825212028
215.86387646521	-0.0054382970072208
215.89457902993	-0.0057104135054100
215.92528159465	-0.0059816911139403
215.95598415937	-0.0062520885347015
215.98668672409	-0.0065215641501663
216.01738928881	-0.0067900760391606
216.04809185353	-0.0070575822058065
216.07879441825	-0.0073240407897255
216.10949698297	-0.0075894103182564
216.14019954769	-0.0078536497919405
216.17090211241	-0.0081167188128812
216.20160467713	-0.0083785775738878
216.23230724185	-0.0086391867950825
216.26300980657	-0.0088985076106045
216.29371237129	-0.0091565013973163
216.32441493601	-0.0094131295199153
216.35511750073	-0.0096683533784519
216.38582006545	-0.0099221341290825
216.41652263016	-0.010174432711886
216.44722519489	-0.010425209935948
216.47792775960	-0.010674426675433
216.50863032432	-0.010922043857164
216.53933288904	-0.011168022829582
216.57003545376	-0.011412325352087
216.60073801848	-0.011654913675643
216.63144058320	-0.011895750674455
216.66214314792	-0.012134799814368
216.69284571264	-0.012372025009108
216.72354827736	-0.012607390614625
216.75425084208	-0.012840861400354
216.78495340680	-0.013072402303073
216.81565597152	-0.013301978391391
216.84635853624	-0.013529554975882
216.87706110096	-0.013755097287473
216.90776366568	-0.013978570708413
216.93846623040	-0.014199940811248
216.96916879512	-0.014419173353295
216.99987135984	-0.014636234293661
217.03057392456	-0.014851089817145
217.06127648928	-0.015063706331678
217.09197905400	-0.015274050481412
217.12268161872	-0.015482089286163
217.15338418344	-0.015687790108610
217.18408674816	-0.015891120723067
217.21478931288	-0.016092049500058
217.24549187760	-0.016290545466765
217.27619444232	-0.016486578284148
217.30689700704	-0.016680118407333
217.33759957176	-0.016871136946394
217.36830213648	-0.017059605629079
217.39900470120	-0.017245496681623
217.42970726592	-0.017428782563932
217.46040983064	-0.017609435873085
217.49111239536	-0.017787429033550
217.52181496008	-0.017962734327673
217.55251752480	-0.018135323789173
217.58322008952	-0.018305169274317
217.61392265424	-0.018472242581343
217.64462521896	-0.018636515819908
217.67532778368	-0.018797961657575
217.70603034840	-0.018956553662802
